"","agency","forecaster","retYr","dist","stream","fwA","oA","ret","System"
"510",2,1,1982,324,4,2,2,2105,"Kvichak"
"511",2,1,1982,324,4,2,3,614,"Kvichak"
"512",2,1,1982,324,5,1,3,1335,"Naknek"
"513",2,1,1982,324,5,1,2,307,"Naknek"
"514",2,1,1982,324,5,2,2,1276,"Naknek"
"515",2,1,1982,324,5,2,3,894,"Naknek"
"516",2,1,1982,322,7,1,2,746,"Egegik"
"517",2,1,1982,322,7,1,3,986,"Egegik"
"518",2,1,1982,322,7,2,3,1032,"Egegik"
"519",2,1,1982,322,7,2,2,1472,"Egegik"
"520",2,1,1982,321,8,1,3,510,"Ugashik"
"521",2,1,1982,321,8,1,2,149,"Ugashik"
"522",2,1,1982,321,8,2,3,340,"Ugashik"
"523",2,1,1982,321,8,2,2,1066,"Ugashik"
"524",2,1,1982,326,9,1,3,449,"Togiak"
"525",2,1,1982,326,9,1,2,364,"Togiak"
"526",2,1,1982,326,9,2,2,96,"Togiak"
"527",2,1,1982,326,9,2,3,28,"Togiak"
"528",2,1,1983,325,1,1,3,899,"Wood"
"529",2,1,1983,325,1,1,2,1647,"Wood"
"530",2,1,1983,325,1,2,2,616,"Wood"
"531",2,1,1983,325,1,2,3,94,"Wood"
"532",2,1,1983,325,2,0,0,0,"Nushagak"
"533",2,1,1983,325,2,1,3,1365,"Nushagak"
"534",2,1,1983,325,2,1,2,301,"Nushagak"
"535",2,1,1983,325,2,2,3,102,"Nushagak"
"536",2,1,1983,325,2,2,2,81,"Nushagak"
"537",2,1,1983,325,3,1,3,299,"Igushik"
"538",2,1,1983,325,3,1,2,153,"Igushik"
"539",2,1,1983,325,3,2,3,131,"Igushik"
"540",2,1,1983,325,3,2,2,57,"Igushik"
"541",2,1,1983,324,4,1,3,962,"Kvichak"
"542",2,1,1983,324,4,1,2,6616,"Kvichak"
"543",2,1,1983,324,4,2,3,374,"Kvichak"
"544",2,1,1983,324,4,2,2,1786,"Kvichak"
"545",2,1,1983,324,5,1,3,949,"Naknek"
"546",2,1,1983,324,5,1,2,511,"Naknek"
"547",2,1,1983,324,5,2,2,780,"Naknek"
"548",2,1,1983,324,5,2,3,704,"Naknek"
"549",2,1,1983,322,7,1,3,433,"Egegik"
"550",2,1,1983,322,7,1,2,666,"Egegik"
"551",2,1,1983,322,7,2,2,1342,"Egegik"
"552",2,1,1983,322,7,2,3,974,"Egegik"
"553",2,1,1983,321,8,1,2,3305,"Ugashik"
"554",2,1,1983,321,8,1,3,215,"Ugashik"
"555",2,1,1983,321,8,2,2,424,"Ugashik"
"556",2,1,1983,321,8,2,3,233,"Ugashik"
"557",2,1,1983,326,9,1,2,172,"Togiak"
"558",2,1,1983,326,9,1,3,302,"Togiak"
"559",2,1,1983,326,9,2,3,44,"Togiak"
"560",2,1,1983,326,9,2,2,71,"Togiak"
"561",2,1,1984,325,1,1,3,2492,"Wood"
"562",2,1,1984,325,1,1,2,1353,"Wood"
"563",2,1,1984,325,1,2,2,481,"Wood"
"564",2,1,1984,325,1,2,3,258,"Wood"
"565",2,1,1984,325,2,0,0,0,"Nushagak"
"566",2,1,1984,325,2,1,2,650,"Nushagak"
"567",2,1,1984,325,2,1,3,2140,"Nushagak"
"568",2,1,1984,325,2,2,2,86,"Nushagak"
"569",2,1,1984,325,2,2,3,69,"Nushagak"
"570",2,1,1984,325,3,1,2,347,"Igushik"
"571",2,1,1984,325,3,1,3,856,"Igushik"
"572",2,1,1984,325,3,2,2,184,"Igushik"
"573",2,1,1984,325,3,2,3,52,"Igushik"
"574",2,1,1984,324,4,1,3,2982,"Kvichak"
"575",2,1,1984,324,4,1,2,6041,"Kvichak"
"576",2,1,1984,324,4,2,2,7314,"Kvichak"
"577",2,1,1984,324,4,2,3,367,"Kvichak"
"578",2,1,1984,324,5,1,2,595,"Naknek"
"579",2,1,1984,324,5,1,3,2549,"Naknek"
"580",2,1,1984,324,5,2,3,1090,"Naknek"
"581",2,1,1984,324,5,2,2,895,"Naknek"
"582",2,1,1984,322,7,1,2,354,"Egegik"
"583",2,1,1984,322,7,1,3,973,"Egegik"
"584",2,1,1984,322,7,2,2,1917,"Egegik"
"585",2,1,1984,322,7,2,3,2844,"Egegik"
"586",2,1,1984,321,8,1,3,1177,"Ugashik"
"587",2,1,1984,321,8,1,2,394,"Ugashik"
"588",2,1,1984,321,8,2,2,1476,"Ugashik"
"589",2,1,1984,321,8,2,3,249,"Ugashik"
"590",2,1,1984,326,9,1,3,454,"Togiak"
"591",2,1,1984,326,9,1,2,203,"Togiak"
"592",2,1,1984,326,9,2,3,55,"Togiak"
"593",2,1,1984,326,9,2,2,67,"Togiak"
"594",2,1,1985,325,1,1,2,950,"Wood"
"595",2,1,1985,325,1,1,3,835,"Wood"
"596",2,1,1985,325,1,2,2,474,"Wood"
"597",2,1,1985,325,1,2,3,75,"Wood"
"598",2,1,1985,325,2,0,0,0,"Nushagak"
"599",2,1,1985,325,2,1,3,497,"Nushagak"
"600",2,1,1985,325,2,1,2,1119,"Nushagak"
"601",2,1,1985,325,2,2,2,57,"Nushagak"
"602",2,1,1985,325,2,2,3,33,"Nushagak"
"603",2,1,1985,325,3,1,2,187,"Igushik"
"604",2,1,1985,325,3,1,3,62,"Igushik"
"605",2,1,1985,325,3,2,2,16,"Igushik"
"606",2,1,1985,325,3,2,3,42,"Igushik"
"607",2,1,1985,324,4,1,2,938,"Kvichak"
"608",2,1,1985,324,4,1,3,1271,"Kvichak"
"609",2,1,1985,324,4,2,2,7841,"Kvichak"
"610",2,1,1985,324,4,2,3,2132,"Kvichak"
"611",2,1,1985,324,5,1,2,1094,"Naknek"
"612",2,1,1985,324,5,1,3,1022,"Naknek"
"613",2,1,1985,324,5,2,2,1972,"Naknek"
"614",2,1,1985,324,5,2,3,780,"Naknek"
"615",2,1,1985,322,7,1,3,704,"Egegik"
"616",2,1,1985,322,7,1,2,287,"Egegik"
"617",2,1,1985,322,7,2,3,1461,"Egegik"
"618",2,1,1985,322,7,2,2,4138,"Egegik"
"619",2,1,1985,321,8,1,3,824,"Ugashik"
"620",2,1,1985,321,8,1,2,881,"Ugashik"
"621",2,1,1985,321,8,2,2,3391,"Ugashik"
"622",2,1,1985,321,8,2,3,525,"Ugashik"
"623",2,1,1985,326,9,1,2,398,"Togiak"
"624",2,1,1985,326,9,1,3,305,"Togiak"
"625",2,1,1985,326,9,2,2,215,"Togiak"
"626",2,1,1985,326,9,2,3,31,"Togiak"
"627",2,1,1986,325,1,1,2,799,"Wood"
"628",2,1,1986,325,1,1,3,774,"Wood"
"629",2,1,1986,325,1,2,3,42,"Wood"
"630",2,1,1986,325,1,2,2,86,"Wood"
"631",2,1,1986,325,2,0,0,0,"Nushagak"
"632",2,1,1986,325,2,1,2,176,"Nushagak"
"633",2,1,1986,325,2,1,3,1157,"Nushagak"
"634",2,1,1986,325,2,2,2,68,"Nushagak"
"635",2,1,1986,325,2,2,3,36,"Nushagak"
"636",2,1,1986,325,3,1,2,136,"Igushik"
"637",2,1,1986,325,3,1,3,456,"Igushik"
"638",2,1,1986,325,3,2,3,23,"Igushik"
"639",2,1,1986,325,3,2,2,88,"Igushik"
"640",2,1,1986,324,4,1,3,241,"Kvichak"
"641",2,1,1986,324,4,1,2,1226,"Kvichak"
"642",2,1,1986,324,4,2,2,2257,"Kvichak"
"643",2,1,1986,324,4,2,3,739,"Kvichak"
"644",2,1,1986,324,5,1,2,558,"Naknek"
"645",2,1,1986,324,5,1,3,935,"Naknek"
"646",2,1,1986,324,5,2,3,725,"Naknek"
"647",2,1,1986,324,5,2,2,960,"Naknek"
"648",2,1,1986,322,7,1,2,304,"Egegik"
"649",2,1,1986,322,7,1,3,388,"Egegik"
"650",2,1,1986,322,7,2,3,1857,"Egegik"
"651",2,1,1986,322,7,2,2,2867,"Egegik"
"652",2,1,1986,321,8,1,2,454,"Ugashik"
"653",2,1,1986,321,8,1,3,1342,"Ugashik"
"654",2,1,1986,321,8,2,3,722,"Ugashik"
"655",2,1,1986,321,8,2,2,2378,"Ugashik"
"656",2,1,1986,326,9,1,3,299,"Togiak"
"657",2,1,1986,326,9,1,2,143,"Togiak"
"658",2,1,1986,326,9,2,3,18,"Togiak"
"659",2,1,1986,326,9,2,2,61,"Togiak"
"660",2,1,1987,325,1,1,3,891,"Wood"
"661",2,1,1987,325,1,1,2,878,"Wood"
"662",2,1,1987,325,1,2,2,130,"Wood"
"663",2,1,1987,325,1,2,3,66,"Wood"
"664",2,1,1987,325,2,0,0,0,"Nushagak"
"665",2,1,1987,325,2,1,3,574,"Nushagak"
"666",2,1,1987,325,2,1,2,196,"Nushagak"
"667",2,1,1987,325,2,2,2,46,"Nushagak"
"668",2,1,1987,325,2,2,3,34,"Nushagak"
"669",2,1,1987,325,3,1,3,343,"Igushik"
"670",2,1,1987,325,3,1,2,87,"Igushik"
"671",2,1,1987,325,3,2,2,58,"Igushik"
"672",2,1,1987,325,3,2,3,30,"Igushik"
"673",2,1,1987,324,4,1,3,393,"Kvichak"
"674",2,1,1987,324,4,1,2,1019,"Kvichak"
"675",2,1,1987,324,4,2,2,970,"Kvichak"
"676",2,1,1987,324,4,2,3,334,"Kvichak"
"677",2,1,1987,324,5,1,2,229,"Naknek"
"678",2,1,1987,324,5,1,3,703,"Naknek"
"679",2,1,1987,324,5,2,2,487,"Naknek"
"680",2,1,1987,324,5,2,3,635,"Naknek"
"681",2,1,1987,322,7,1,3,924,"Egegik"
"682",2,1,1987,322,7,1,2,1187,"Egegik"
"683",2,1,1987,322,7,2,3,930,"Egegik"
"684",2,1,1987,322,7,2,2,1824,"Egegik"
"685",2,1,1987,321,8,1,2,415,"Ugashik"
"686",2,1,1987,321,8,1,3,1264,"Ugashik"
"687",2,1,1987,321,8,2,2,829,"Ugashik"
"688",2,1,1987,321,8,2,3,608,"Ugashik"
"689",2,1,1987,326,9,1,2,98,"Togiak"
"690",2,1,1987,326,9,1,3,262,"Togiak"
"691",2,1,1987,326,9,2,2,27,"Togiak"
"692",2,1,1987,326,9,2,3,14,"Togiak"
"693",2,1,1988,325,1,1,2,1116,"Wood"
"694",2,1,1988,325,1,1,3,1638,"Wood"
"695",2,1,1988,325,1,2,3,77,"Wood"
"696",2,1,1988,325,1,2,2,190,"Wood"
"697",2,1,1988,325,2,0,0,0,"Nushagak"
"698",2,1,1988,325,2,1,3,1472,"Nushagak"
"699",2,1,1988,325,2,1,2,273,"Nushagak"
"700",2,1,1988,325,2,2,2,11,"Nushagak"
"701",2,1,1988,325,2,2,3,78,"Nushagak"
"702",2,1,1988,325,3,1,2,247,"Igushik"
"703",2,1,1988,325,3,1,3,824,"Igushik"
"704",2,1,1988,325,3,2,2,40,"Igushik"
"705",2,1,1988,325,3,2,3,55,"Igushik"
"706",2,1,1988,324,4,1,3,1275,"Kvichak"
"707",2,1,1988,324,4,1,2,4816,"Kvichak"
"708",2,1,1988,324,4,2,3,299,"Kvichak"
"709",2,1,1988,324,4,2,2,2915,"Kvichak"
"710",2,1,1988,324,5,1,3,702,"Naknek"
"711",2,1,1988,324,5,1,2,289,"Naknek"
"712",2,1,1988,324,5,2,2,800,"Naknek"
"713",2,1,1988,324,5,2,3,659,"Naknek"
"714",2,1,1988,322,7,1,3,2195,"Egegik"
"715",2,1,1988,322,7,1,2,609,"Egegik"
"716",2,1,1988,322,7,2,2,2191,"Egegik"
"717",2,1,1988,322,7,2,3,949,"Egegik"
"718",2,1,1988,321,8,1,3,943,"Ugashik"
"719",2,1,1988,321,8,1,2,760,"Ugashik"
"720",2,1,1988,321,8,2,2,1291,"Ugashik"
"721",2,1,1988,321,8,2,3,428,"Ugashik"
"722",2,1,1988,326,9,1,2,239,"Togiak"
"723",2,1,1988,326,9,1,3,448,"Togiak"
"724",2,1,1988,326,9,2,2,28,"Togiak"
"725",2,1,1988,326,9,2,3,18,"Togiak"
"726",2,1,1989,325,1,1,3,949,"Wood"
"727",2,1,1989,325,1,1,2,894,"Wood"
"728",2,1,1989,325,1,2,3,52,"Wood"
"729",2,1,1989,325,1,2,2,92,"Wood"
"730",2,1,1989,325,2,0,0,0,"Nushagak"
"731",2,1,1989,325,2,1,3,659,"Nushagak"
"732",2,1,1989,325,2,1,2,118,"Nushagak"
"733",2,1,1989,325,2,2,2,18,"Nushagak"
"734",2,1,1989,325,2,2,3,10,"Nushagak"
"735",2,1,1989,325,3,1,3,316,"Igushik"
"736",2,1,1989,325,3,1,2,87,"Igushik"
"737",2,1,1989,325,3,2,3,21,"Igushik"
"738",2,1,1989,325,3,2,2,28,"Igushik"
"739",2,1,1989,324,4,1,2,3282,"Kvichak"
"740",2,1,1989,324,4,1,3,1493,"Kvichak"
"741",2,1,1989,324,4,2,3,505,"Kvichak"
"742",2,1,1989,324,4,2,2,7575,"Kvichak"
"743",2,1,1989,324,5,1,3,1261,"Naknek"
"744",2,1,1989,324,5,1,2,680,"Naknek"
"745",2,1,1989,324,5,2,3,611,"Naknek"
"746",2,1,1989,324,5,2,2,792,"Naknek"
"747",2,1,1989,322,7,1,2,514,"Egegik"
"748",2,1,1989,322,7,1,3,1071,"Egegik"
"749",2,1,1989,322,7,2,3,1154,"Egegik"
"750",2,1,1989,322,7,2,2,3292,"Egegik"
"751",2,1,1989,321,8,1,2,848,"Ugashik"
"752",2,1,1989,321,8,1,3,890,"Ugashik"
"753",2,1,1989,321,8,2,2,1659,"Ugashik"
"754",2,1,1989,321,8,2,3,431,"Ugashik"
"755",2,1,1989,326,9,1,3,483,"Togiak"
"756",2,1,1989,326,9,1,2,166,"Togiak"
"757",2,1,1989,326,9,2,3,19,"Togiak"
"758",2,1,1989,326,9,2,2,26,"Togiak"
"759",2,1,1990,325,1,1,2,854,"Wood"
"760",2,1,1990,325,1,1,3,1041,"Wood"
"761",2,1,1990,325,1,2,2,60,"Wood"
"762",2,1,1990,325,1,2,3,51,"Wood"
"763",2,1,1990,325,2,0,0,0,"Nushagak"
"764",2,1,1990,325,2,1,3,765,"Nushagak"
"765",2,1,1990,325,2,1,2,178,"Nushagak"
"766",2,1,1990,325,2,2,3,25,"Nushagak"
"767",2,1,1990,325,2,2,2,16,"Nushagak"
"768",2,1,1990,325,3,1,2,102,"Igushik"
"769",2,1,1990,325,3,1,3,474,"Igushik"
"770",2,1,1990,325,3,2,3,36,"Igushik"
"771",2,1,1990,325,3,2,2,32,"Igushik"
"772",2,1,1990,324,4,1,3,1139,"Kvichak"
"773",2,1,1990,324,4,1,2,1368,"Kvichak"
"774",2,1,1990,324,4,2,3,900,"Kvichak"
"775",2,1,1990,324,4,2,2,5981,"Kvichak"
"776",2,1,1990,324,5,1,3,1510,"Naknek"
"777",2,1,1990,324,5,1,2,678,"Naknek"
"778",2,1,1990,324,5,2,2,828,"Naknek"
"779",2,1,1990,324,5,2,3,810,"Naknek"
"780",2,1,1990,322,7,1,2,769,"Egegik"
"781",2,1,1990,322,7,1,3,858,"Egegik"
"782",2,1,1990,322,7,2,2,3201,"Egegik"
"783",2,1,1990,322,7,2,3,1046,"Egegik"
"784",2,1,1990,321,8,1,2,794,"Ugashik"
"785",2,1,1990,321,8,1,3,745,"Ugashik"
"786",2,1,1990,321,8,2,2,1117,"Ugashik"
"787",2,1,1990,321,8,2,3,584,"Ugashik"
"788",2,1,1990,326,9,1,2,95,"Togiak"
"789",2,1,1990,326,9,1,3,195,"Togiak"
"790",2,1,1990,326,9,2,2,24,"Togiak"
"791",2,1,1990,326,9,2,3,26,"Togiak"
"792",2,1,1991,325,1,1,2,1034,"Wood"
"793",2,1,1991,325,1,1,3,1039,"Wood"
"794",2,1,1991,325,1,2,2,77,"Wood"
"795",2,1,1991,325,1,2,3,46,"Wood"
"796",2,1,1991,325,2,0,0,0,"Nushagak"
"797",2,1,1991,325,2,1,3,1102,"Nushagak"
"798",2,1,1991,325,2,1,2,55,"Nushagak"
"799",2,1,1991,325,2,2,3,20,"Nushagak"
"800",2,1,1991,325,2,2,2,26,"Nushagak"
"801",2,1,1991,325,3,1,2,83,"Igushik"
"802",2,1,1991,325,3,1,3,448,"Igushik"
"803",2,1,1991,325,3,2,3,43,"Igushik"
"804",2,1,1991,325,3,2,2,41,"Igushik"
"805",2,1,1991,324,4,1,2,5130,"Kvichak"
"806",2,1,1991,324,4,1,3,892,"Kvichak"
"807",2,1,1991,324,4,2,2,924,"Kvichak"
"808",2,1,1991,324,4,2,3,1184,"Kvichak"
"809",2,1,1991,324,5,1,3,3045,"Naknek"
"810",2,1,1991,324,5,1,2,1016,"Naknek"
"811",2,1,1991,324,5,2,3,1302,"Naknek"
"812",2,1,1991,324,5,2,2,1023,"Naknek"
"813",2,1,1991,322,7,1,3,1792,"Egegik"
"814",2,1,1991,322,7,1,2,529,"Egegik"
"815",2,1,1991,322,7,2,2,4473,"Egegik"
"816",2,1,1991,322,7,2,3,1914,"Egegik"
"817",2,1,1991,321,8,1,2,839,"Ugashik"
"818",2,1,1991,321,8,1,3,952,"Ugashik"
"819",2,1,1991,321,8,2,3,602,"Ugashik"
"820",2,1,1991,321,8,2,2,1325,"Ugashik"
"821",2,1,1991,326,9,1,2,92,"Togiak"
"822",2,1,1991,326,9,1,3,252,"Togiak"
"823",2,1,1991,326,9,2,2,25,"Togiak"
"824",2,1,1991,326,9,2,3,26,"Togiak"
"825",2,1,1992,325,1,1,3,1524,"Wood"
"826",2,1,1992,325,1,1,2,1006,"Wood"
"827",2,1,1992,325,1,2,2,139,"Wood"
"828",2,1,1992,325,1,2,3,68,"Wood"
"829",2,1,1992,325,2,0,0,722,"Nushagak"
"830",2,1,1992,325,2,1,2,91,"Nushagak"
"831",2,1,1992,325,2,1,3,664,"Nushagak"
"832",2,1,1992,325,2,2,2,3,"Nushagak"
"833",2,1,1992,325,2,2,3,8,"Nushagak"
"834",2,1,1992,325,3,1,3,516,"Igushik"
"835",2,1,1992,325,3,1,2,117,"Igushik"
"836",2,1,1992,325,3,2,2,38,"Igushik"
"837",2,1,1992,325,3,2,3,50,"Igushik"
"838",2,1,1992,324,4,1,3,2343,"Kvichak"
"839",2,1,1992,324,4,1,2,3451,"Kvichak"
"840",2,1,1992,324,4,2,3,424,"Kvichak"
"841",2,1,1992,324,4,2,2,6738,"Kvichak"
"842",2,1,1992,324,5,1,3,1586,"Naknek"
"843",2,1,1992,324,5,1,2,602,"Naknek"
"844",2,1,1992,324,5,2,3,1444,"Naknek"
"845",2,1,1992,324,5,2,2,866,"Naknek"
"846",2,1,1992,322,7,1,3,2078,"Egegik"
"847",2,1,1992,322,7,1,2,961,"Egegik"
"848",2,1,1992,322,7,2,2,5998,"Egegik"
"849",2,1,1992,322,7,2,3,2339,"Egegik"
"850",2,1,1992,321,8,1,2,1078,"Ugashik"
"851",2,1,1992,321,8,1,3,1087,"Ugashik"
"852",2,1,1992,321,8,2,3,744,"Ugashik"
"853",2,1,1992,321,8,2,2,1699,"Ugashik"
"854",2,1,1992,326,9,1,3,437,"Togiak"
"855",2,1,1992,326,9,1,2,120,"Togiak"
"856",2,1,1992,326,9,2,2,35,"Togiak"
"857",2,1,1992,326,9,2,3,44,"Togiak"
"858",1,2,1993,325,1,0,3,0,"Wood"
"859",1,2,1993,325,1,0,2,0,"Wood"
"860",1,2,1993,325,1,0,4,0,"Wood"
"861",1,2,1993,325,1,1,4,0,"Wood"
"862",1,2,1993,325,1,1,2,890,"Wood"
"863",1,2,1993,325,1,1,3,1830,"Wood"
"864",2,1,1993,325,1,1,2,1246,"Wood"
"865",2,1,1993,325,1,1,3,1227,"Wood"
"866",1,2,1993,325,1,2,1,0,"Wood"
"867",1,2,1993,325,1,2,3,80,"Wood"
"868",1,2,1993,325,1,2,2,10,"Wood"
"869",2,1,1993,325,1,2,3,74,"Wood"
"870",2,1,1993,325,1,2,2,92,"Wood"
"871",1,2,1993,325,2,0,3,570,"Nushagak"
"872",1,2,1993,325,2,0,2,80,"Nushagak"
"873",1,2,1993,325,2,0,4,110,"Nushagak"
"874",2,1,1993,325,2,0,0,639,"Nushagak"
"875",1,2,1993,325,2,1,2,110,"Nushagak"
"876",1,2,1993,325,2,1,3,590,"Nushagak"
"877",1,2,1993,325,2,1,4,60,"Nushagak"
"878",2,1,1993,325,2,1,2,147,"Nushagak"
"879",2,1,1993,325,2,1,3,842,"Nushagak"
"880",1,2,1993,325,2,2,1,0,"Nushagak"
"881",1,2,1993,325,2,2,2,0,"Nushagak"
"882",1,2,1993,325,2,2,3,0,"Nushagak"
"883",2,1,1993,325,2,2,3,54,"Nushagak"
"884",2,1,1993,325,2,2,2,22,"Nushagak"
"885",1,2,1993,325,3,0,2,0,"Igushik"
"886",1,2,1993,325,3,0,3,0,"Igushik"
"887",1,2,1993,325,3,0,4,0,"Igushik"
"888",1,2,1993,325,3,1,2,180,"Igushik"
"889",1,2,1993,325,3,1,3,1370,"Igushik"
"890",1,2,1993,325,3,1,4,0,"Igushik"
"891",2,1,1993,325,3,1,2,214,"Igushik"
"892",2,1,1993,325,3,1,3,759,"Igushik"
"893",1,2,1993,325,3,2,2,20,"Igushik"
"894",1,2,1993,325,3,2,3,30,"Igushik"
"895",1,2,1993,325,3,2,1,0,"Igushik"
"896",2,1,1993,325,3,2,3,42,"Igushik"
"897",2,1,1993,325,3,2,2,49,"Igushik"
"898",1,2,1993,324,4,0,3,0,"Kvichak"
"899",1,2,1993,324,4,0,4,0,"Kvichak"
"900",1,2,1993,324,4,0,2,0,"Kvichak"
"901",1,2,1993,324,4,1,4,0,"Kvichak"
"902",1,2,1993,324,4,1,2,2800,"Kvichak"
"903",1,2,1993,324,4,1,3,900,"Kvichak"
"904",2,1,1993,324,4,1,2,4942,"Kvichak"
"905",2,1,1993,324,4,1,3,1877,"Kvichak"
"906",1,2,1993,324,4,2,1,0,"Kvichak"
"907",1,2,1993,324,4,2,3,1300,"Kvichak"
"908",1,2,1993,324,4,2,2,4100,"Kvichak"
"909",2,1,1993,324,4,2,2,4627,"Kvichak"
"910",2,1,1993,324,4,2,3,1046,"Kvichak"
"911",1,2,1993,324,5,0,3,0,"Naknek"
"912",1,2,1993,324,5,0,4,0,"Naknek"
"913",1,2,1993,324,5,0,2,0,"Naknek"
"914",1,2,1993,324,5,1,4,0,"Naknek"
"915",1,2,1993,324,5,1,2,400,"Naknek"
"916",1,2,1993,324,5,1,3,900,"Naknek"
"917",2,1,1993,324,5,1,2,562,"Naknek"
"918",2,1,1993,324,5,1,3,1327,"Naknek"
"919",1,2,1993,324,5,2,1,0,"Naknek"
"920",1,2,1993,324,5,2,2,1000,"Naknek"
"921",1,2,1993,324,5,2,3,1300,"Naknek"
"922",2,1,1993,324,5,2,3,936,"Naknek"
"923",2,1,1993,324,5,2,2,757,"Naknek"
"924",1,2,1993,322,7,0,3,0,"Egegik"
"925",1,2,1993,322,7,0,4,0,"Egegik"
"926",1,2,1993,322,7,0,2,0,"Egegik"
"927",1,2,1993,322,7,1,2,400,"Egegik"
"928",1,2,1993,322,7,1,4,0,"Egegik"
"929",1,2,1993,322,7,1,3,1100,"Egegik"
"930",2,1,1993,322,7,1,2,948,"Egegik"
"931",2,1,1993,322,7,1,3,1778,"Egegik"
"932",1,2,1993,322,7,2,2,11000,"Egegik"
"933",1,2,1993,322,7,2,1,0,"Egegik"
"934",1,2,1993,322,7,2,3,5700,"Egegik"
"935",2,1,1993,322,7,2,2,10888,"Egegik"
"936",2,1,1993,322,7,2,3,3269,"Egegik"
"937",1,2,1993,321,8,0,4,0,"Ugashik"
"938",1,2,1993,321,8,0,3,0,"Ugashik"
"939",1,2,1993,321,8,0,2,0,"Ugashik"
"940",1,2,1993,321,8,1,4,0,"Ugashik"
"941",1,2,1993,321,8,1,2,1500,"Ugashik"
"942",1,2,1993,321,8,1,3,1600,"Ugashik"
"943",2,1,1993,321,8,1,2,2000,"Ugashik"
"944",2,1,1993,321,8,1,3,878,"Ugashik"
"945",1,2,1993,321,8,2,2,1500,"Ugashik"
"946",1,2,1993,321,8,2,3,900,"Ugashik"
"947",1,2,1993,321,8,2,1,0,"Ugashik"
"948",2,1,1993,321,8,2,3,717,"Ugashik"
"949",2,1,1993,321,8,2,2,2000,"Ugashik"
"950",1,2,1993,326,9,0,4,0,"Togiak"
"951",1,2,1993,326,9,0,3,0,"Togiak"
"952",1,2,1993,326,9,0,2,0,"Togiak"
"953",1,2,1993,326,9,1,3,350,"Togiak"
"954",1,2,1993,326,9,1,4,0,"Togiak"
"955",1,2,1993,326,9,1,2,120,"Togiak"
"956",2,1,1993,326,9,1,3,422,"Togiak"
"957",2,1,1993,326,9,1,2,115,"Togiak"
"958",1,2,1993,326,9,2,2,30,"Togiak"
"959",1,2,1993,326,9,2,1,0,"Togiak"
"960",1,2,1993,326,9,2,3,30,"Togiak"
"961",2,1,1993,326,9,2,2,33,"Togiak"
"962",2,1,1993,326,9,2,3,34,"Togiak"
"963",1,2,1994,325,1,0,4,0,"Wood"
"964",1,2,1994,325,1,0,2,0,"Wood"
"965",1,2,1994,325,1,0,3,0,"Wood"
"966",1,2,1994,325,1,1,4,0,"Wood"
"967",1,2,1994,325,1,1,3,1400,"Wood"
"968",1,2,1994,325,1,1,2,1500,"Wood"
"969",2,1,1994,325,1,1,3,1336,"Wood"
"970",2,1,1994,325,1,1,2,980,"Wood"
"971",1,2,1994,325,1,2,2,60,"Wood"
"972",1,2,1994,325,1,2,3,50,"Wood"
"973",1,2,1994,325,1,2,1,0,"Wood"
"974",2,1,1994,325,1,2,2,127,"Wood"
"975",2,1,1994,325,1,2,3,68,"Wood"
"976",1,2,1994,325,2,0,4,80,"Nushagak"
"977",1,2,1994,325,2,0,2,70,"Nushagak"
"978",1,2,1994,325,2,0,3,430,"Nushagak"
"979",2,1,1994,325,2,0,0,626,"Nushagak"
"980",1,2,1994,325,2,1,3,820,"Nushagak"
"981",1,2,1994,325,2,1,4,70,"Nushagak"
"982",1,2,1994,325,2,1,2,120,"Nushagak"
"983",2,1,1994,325,2,1,3,794,"Nushagak"
"984",2,1,1994,325,2,1,2,131,"Nushagak"
"985",1,2,1994,325,2,2,3,0,"Nushagak"
"986",1,2,1994,325,2,2,2,0,"Nushagak"
"987",1,2,1994,325,2,2,1,0,"Nushagak"
"988",2,1,1994,325,2,2,2,22,"Nushagak"
"989",2,1,1994,325,2,2,3,14,"Nushagak"
"990",1,2,1994,325,3,0,4,0,"Igushik"
"991",1,2,1994,325,3,0,3,0,"Igushik"
"992",1,2,1994,325,3,0,2,0,"Igushik"
"993",1,2,1994,325,3,1,4,0,"Igushik"
"994",1,2,1994,325,3,1,2,310,"Igushik"
"995",1,2,1994,325,3,1,3,360,"Igushik"
"996",2,1,1994,325,3,1,2,238,"Igushik"
"997",2,1,1994,325,3,1,3,1184,"Igushik"
"998",1,2,1994,325,3,2,3,40,"Igushik"
"999",1,2,1994,325,3,2,1,0,"Igushik"
"1000",1,2,1994,325,3,2,2,60,"Igushik"
"1001",2,1,1994,325,3,2,2,87,"Igushik"
"1002",2,1,1994,325,3,2,3,66,"Igushik"
"1003",1,2,1994,324,4,0,3,0,"Kvichak"
"1004",1,2,1994,324,4,0,4,0,"Kvichak"
